id,name,system,fertility,gravity,plots,pressure,radius,temperature,type,no resources,incomplete,LOW grav,HIGH grav,LOW pres,HIGH pres,LOW temp,HIGH temp,tier,Grav,Pres,Temp,
FJ-990a,FJ-990a,FJ-990,-1,0.35,358,0.73,5438,516,Rocky,true,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
FJ-990b,FJ-990b,FJ-990,-1,0.25,286,0.07,2831,173,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FJ-990c,FJ-990c,FJ-990,-1,1.01,357,6.79,5385,-33,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FJ-990d,FJ-990d,FJ-990,-1,1.05,552,65.09,12425,-104,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FJ-990e,FJ-990e,FJ-990,-1,1.01,848,25.5,22066,-143,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FJ-990f,FJ-990f,FJ-990,-1,1.35,1052,19.06,73202,-142,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-163a,FO-163a,FO-163,-1,0.66,360,0.66,5477,186,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
FO-163b,FO-163b,FO-163,-1,0.81,323,0.55,4157,68,Rocky,true,false,false,false,false,false,false,false,1,NORMAL,NORMAL,NORMAL,false
FO-163c,FO-163c,FO-163,-1,1.23,377,12.76,6125,-20,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
FO-163d,FO-163d,FO-163,-1,0.79,389,0.15,6528,-79,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
FO-163e,FO-163e,FO-163,-1,2,551,959.94,12401,-121,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-163f,FO-163f,FO-163,-1,1.51,1021,25.47,65439,-202,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-163g,FO-163g,FO-163,-1,2.68,1030,36.06,67600,-215,Gaseous,false,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
FO-250a,Boucher,FO-250,0.4480406,1.13,425,1.22,7848,36,Rocky,false,false,false,false,false,false,false,false,1,NORMAL,NORMAL,NORMAL,false
FO-250b,FO-250b,FO-250,-1,0.45,421,1.26,7699,-97,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
FO-250c,FO-250c,FO-250,-1,1.92,549,45.47,12326,-182,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-250d,FO-250d,FO-250,-1,1.81,996,32.31,59053,-185,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-250e,FO-250e,FO-250,-1,2.62,1036,43.78,69200,-219,Gaseous,true,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
FO-412a,FO-412a,FO-412,-1,0.68,401,2.59,6978,229,Rocky,true,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
FO-412b,FO-412b,FO-412,-1,0.65,379,0.06,6190,112,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FO-412c,FO-412c,FO-412,-1,0.9,334,0.5,4565,26,Rocky,false,false,false,false,false,false,false,false,1,NORMAL,NORMAL,NORMAL,false
FO-412d,FO-412d,FO-412,-1,1.09,369,8.79,5837,-17,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
FO-412e,FO-412e,FO-412,-1,1.03,545,15.87,12195,-64,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-412f,FO-412f,FO-412,-1,0.76,854,19.57,23613,-167,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-412g,FO-412g,FO-412,-1,1.68,1010,43.58,62501,-129,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-452a,FO-452a,FO-452,-1,1.09,439,14.8,8335,74,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
FO-452b,FO-452b,FO-452,-1,0.72,415,0.31,7472,94,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
FO-452c,FO-452c,FO-452,-1,0.31,278,0.06,2547,-27,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
FO-452d,FO-452d,FO-452,-1,1.15,414,17.19,7438,-109,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-452e,FO-452e,FO-452,-1,0.47,868,39.79,27164,-188,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-452f,FO-452f,FO-452,-1,1.81,1009,32.42,62377,-182,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-452g,FO-452g,FO-452,-1,1.91,1088,18.19,82248,-222,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-452h,FO-452h,FO-452,-1,0.85,949,24.45,47294,-238,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-452i,FO-452i,FO-452,-1,0.61,480,1,9846,-246,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
FO-705a,FO-705a,FO-705,-1,0.78,323,0.34,4147,246,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
FO-705b,FO-705b,FO-705,-1,0.49,282,0.22,2659,181,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FO-705c,FO-705c,FO-705,-1,1.3,411,0.15,7355,45,Rocky,false,false,false,false,true,false,false,false,2,NORMAL,LOW,NORMAL,false
FO-705d,FO-705d,FO-705,-1,0.25,294,0,3109,10,Rocky,false,false,false,false,true,false,false,false,2,NORMAL,LOW,NORMAL,false
FO-705e,FO-705e,FO-705,-1,0.29,826,40.7,16548,-84,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FO-705f,FO-705f,FO-705,-1,0.79,869,38.16,27311,-100,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-032a,FV-032a,FV-032,-1,0.8,418,2.33,7618,-132,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-032b,FV-032b,FV-032,-1,1.26,383,26.2,6314,-148,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-032c,FV-032c,FV-032,-1,0.64,489,0.47,10162,-182,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
FV-032d,FV-032d,FV-032,-1,1.09,405,6.09,7116,-190,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-032e,FV-032e,FV-032,-1,0.85,383,7.69,6331,-206,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-032f,FV-032f,FV-032,-1,0.76,863,44.07,25920,-229,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-032g,FV-032g,FV-032,-1,2.2,970,37.84,52678,-236,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-032h,FV-032h,FV-032,-1,2.2,1049,25.56,72389,-248,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-032i,FV-032i,FV-032,-1,1.11,938,40.34,44582,-254,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-032j,FV-032j,FV-032,-1,1.15,424,67.15,7818,-258,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-334a,FV-334a,FV-334,-1,1.12,478,25.93,9745,203,Rocky,true,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
FV-334b,FV-334b,FV-334,-1,0.68,358,0.2,5424,93,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FV-334c,FV-334c,FV-334,-1,1.05,372,18.46,5928,81,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
FV-334d,FV-334d,FV-334,-1,1.3,435,26.78,8204,-81,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-334e,FV-334e,FV-334,-1,1.16,484,0.19,9961,-114,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
FV-334f,FV-334f,FV-334,-1,0.8,861,36.96,25333,-163,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-334g,FV-334g,FV-334,-1,2.15,981,25.23,55267,-192,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-334h,FV-334h,FV-334,-1,2.46,1044,41.33,71058,-203,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-424a,FV-424a,FV-424,-1,0.46,282,0.16,2666,432,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FV-424b,FV-424b,FV-424,-1,0.77,500,8.47,10559,97,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
FV-424c,FV-424c,FV-424,-1,0.41,270,0.22,2237,120,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FV-424d,FV-424d,FV-424,-1,0.6,486,5.46,10045,-50,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-424e,FV-424e,FV-424,-1,0.52,829,42.05,17377,-140,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-424f,FV-424f,FV-424,-1,0.74,751,39.47,25543,-146,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-424g,FV-424g,FV-424,-1,1.53,1038,39.37,69542,-188,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-424h,FV-424h,FV-424,-1,2.61,1029,27.04,6764167361,-199,Gaseous,false,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
FV-424i,FV-424i,FV-424,-1,1.48,899,18.06,34974,-231,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-424j,FV-424j,FV-424,-1,0.39,833,44.02,18342,-237,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-577a,FV-577a,FV-577,-1,0.65,317,0.07,3937,316,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FV-577b,FV-577b,FV-577,-1,0.66,415,3.56,7497,-3,Rocky,true,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
FV-577c,FV-577c,FV-577,-1,0.98,395,12.8,6756,-32,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-577d,FV-577d,FV-577,-1,0.85,866,28.19,26675,-102,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-577e,FV-577e,FV-577,-1,2.37,1061,17.7,75373,-211,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-673a,FV-673a,FV-673,-1,0.79,419,0.06,7630,161,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FV-673b,FV-673b,FV-673,-1,0.96,360,0.23,5498,96,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FV-673c,FV-673c,FV-673,-1,1,401,34.11,6966,95,Rocky,true,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
FV-673d,FV-673d,FV-673,-1,0.25,288,0.11,2874,-12,Rocky,false,false,false,false,true,false,false,false,2,NORMAL,LOW,NORMAL,false
FV-673e,FV-673e,FV-673,-1,1.32,438,19.08,8301,-58,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-673f,FV-673f,FV-673,-1,0.53,867,11.91,26956,-149,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-673g,FV-673g,FV-673,-1,1.41,912,41.29,38094,-225,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-780a,FV-780a,FV-780,-1,1.13,407,15.79,7180,336,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
FV-780b,FV-780b,FV-780,-1,0.4,271,0.07,2259,146,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
FV-780c,FV-780c,FV-780,-1,0.89,340,1.57,4765,-50,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
FV-780d,FV-780d,FV-780,-1,0.94,845,46.92,21404,-172,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-780e,FV-780e,FV-780,-1,2.19,983,42.24,55771,-204,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-780f,FV-780f,FV-780,-1,1.7,1110,35.55,87520,-186,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-780g,FV-780g,FV-780,-1,0.99,949,18.28,47497,-222,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-865a,FV-865a,FV-865,-1,1.39,408,21.04,7244,-135,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-865b,FV-865b,FV-865,-1,0.58,389,1.34,6544,-122,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
FV-865c,FV-865c,FV-865,-1,0.78,319,1.67,3995,-170,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
FV-865d,FV-865d,FV-865,-1,0.86,436,2.45,8243,-201,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-865e,FV-865e,FV-865,-1,1.63,440,98.91,8388,-199,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
FV-865f,FV-865f,FV-865,-1,0.67,860,49.7,25109,-198,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-289a,HK-289a,HK-289,-1,0.31,298,0,3253,248,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
HK-289b,HK-289b,HK-289,-1,1.02,457,11.09,9005,-41,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-289c,HK-289c,HK-289,-1,0.84,848,48.54,22051,-144,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-289d,HK-289d,HK-289,-1,1.35,1052,49.13,73149,-197,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-289e,HK-289e,HK-289,-1,2.18,1075,44.36,78750,-221,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-477a,HK-477a,HK-477,-1,1.29,404,33.16,7084,200,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
HK-477b,HK-477b,HK-477,-1,0.42,286,0.4,2820,134,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
HK-477c,HK-477c,HK-477,-1,0.61,463,10.78,9226,55,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
HK-477d,HK-477d,HK-477,-1,0.37,272,0.29,2330,-6,Rocky,true,false,false,false,false,false,false,false,1,NORMAL,NORMAL,NORMAL,false
HK-477e,HK-477e,HK-477,-1,1.87,470,9.89,9459,-117,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-477f,HK-477f,HK-477,-1,0.84,851,29.62,22758,-128,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-503a,HK-503a,HK-503,-1,0.72,393,6.14,6696,24,Rocky,true,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
HK-503b,HK-503b,HK-503,-1,0.23,291,0.002,2994,-23,Rocky,true,false,true,false,true,false,false,false,3,LOW,LOW,NORMAL,false
HK-503c,HK-503c,HK-503,-1,0.91,461,0.93,9135,-96,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
HK-503d,HK-503d,HK-503,-1,1.34,531,184.6,11665,-116,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-503e,HK-503e,HK-503,-1,0.96,852,32.94,23195,-174,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-503f,HK-503f,HK-503,-1,1.84,1099,35.66,84856,-223,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-752a,HK-752a,HK-752,-1,0.57,321,0.58,4094,523,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
HK-752b,HK-752b,HK-752,-1,0.44,375,3.08,6029,424,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
HK-752c,HK-752c,HK-752,-1,0.97,482,0.18,9912,180,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
HK-752d,HK-752d,HK-752,-1,0.96,419,1.82,7633,46,Rocky,false,false,false,false,false,false,false,false,1,NORMAL,NORMAL,NORMAL,false
HK-752e,HK-752e,HK-752,-1,1.1,482,118.02,9917,11,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
HK-752f,HK-752f,HK-752,-1,0.78,873,24.13,28341,-107,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-752g,HK-752g,HK-752,-1,1.99,1014,20.41,63682,-141,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-752h,HK-752h,HK-752,-1,2.84,1044,33.81,71171,-147,Gaseous,true,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
HK-752i,HK-752i,HK-752,-1,1.55,920,43.17,40135,-176,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-752j,HK-752j,HK-752,-1,1.39,446,91.45,8608,-192,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-811a,HK-811a,HK-811,-1,0.56,356,0,5334,-128,Rocky,true,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
HK-811b,HK-811b,HK-811,-1,0.53,320,2.06,4056,-93,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-811c,HK-811c,HK-811,-1,1.03,380,0,6207,-172,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
HK-811d,HK-811d,HK-811,-1,1.22,439,73.84,8337,-144,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-811e,HK-811e,HK-811,-1,0.42,269,0.01,2202,-226,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
HK-811f,HK-811f,HK-811,-1,0.97,861,13.39,25277,-216,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-861a,HK-861a,HK-861,-1,0.44,360,0.02,5489,374,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
HK-861b,HK-861b,HK-861,-1,0.89,498,0.18,10467,99,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
HK-861c,HK-861c,HK-861,-1,0.44,818,32.21,14631,22,Gaseous,true,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
HK-892a,HK-892a,HK-892,-1,0.21,293,0.01,3085,103,Rocky,false,false,true,false,true,false,false,true,4,LOW,LOW,HIGH,false
HK-892b,HK-892b,HK-892,-1,0.51,305,1.8,3492,153,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
HK-892c,HK-892c,HK-892,-1,0.2,297,0.06,3220,72,Rocky,false,false,true,false,true,false,false,false,3,LOW,LOW,NORMAL,false
HK-892d,HK-892d,HK-892,-1,0.55,297,6.55,6833,-37,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
HK-892e,HK-892e,HK-892,-1,1.2,546,34.04,12231,-147,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-133a,KH-133a,KH-133,-1,0.43,397,3,6839,250,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
KH-133b,KH-133b,KH-133,-1,0.75,325,7.07,4219,31,Rocky,true,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
KH-133c,KH-133c,KH-133,-1,1.3,417,0.12,7561,-112,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KH-133d,KH-133d,KH-133,-1,1.63,488,91.72,10117,-107,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-342a,KH-342a,KH-342,-1,0.67,319,0.11,4000,21,Rocky,true,false,false,false,true,false,false,false,2,NORMAL,LOW,NORMAL,false
KH-342b,KH-342b,KH-342,-1,1.15,385,47.76,6396,-132,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-342c,KH-342c,KH-342,-1,1.25,477,86.91,9729,-191,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-342d,KH-342d,KH-342,-1,0.39,825,17.14,16270,-217,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-342e,KH-342e,KH-342,-1,2.3,1042,15.76,70558,-251,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-368a,KH-368a,KH-368,-1,0.35,274,0.05,2393,-146,Rocky,true,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KH-368b,KH-368b,KH-368,-1,0.41,270,0.02,2228,-159,Rocky,true,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KH-368c,KH-368c,KH-368,-1,0.43,268,0.04,2178,-176,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KH-368d,KH-368d,KH-368,-1,0.71,484,0.17,9986,-199,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KH-368e,KH-368e,KH-368,-1,1.52,482,161.06,9901,-216,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-552a,KH-552a,KH-552,-1,1.07,368,0.02,5783,131,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
KH-552b,Chu,KH-552,0.25683364,0.87,496,1.3,10430,24,Rocky,false,false,false,false,false,false,false,false,1,NORMAL,NORMAL,NORMAL,false
KH-552c,KH-552c,KH-552,-1,0.85,369,0.05,5814,-47,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KH-552d,KH-552d,KH-552,-1,1,431,16.35,8059,-119,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-552e,KH-552e,KH-552,-1,0.87,512,3.26,10994,-145,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-552f,KH-552f,KH-552,-1,0.6,882,44.18,30724,-152,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-552g,KH-552g,KH-552,-1,1.28,1043,45.87,70907,-182,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-552h,KH-552h,KH-552,-1,2.77,1017,40.8,64440,-220,Gaseous,true,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
KH-552i,KH-552i,KH-552,-1,1.56,909,30.46,37383,-213,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-552j,KH-552j,KH-552,-1,0.62,442,5.81,8465,-234,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-553a,KH-553a,KH-553,-1,1.2,385,9.76,6406,-129,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-553b,KH-553b,KH-553,-1,1.08,466,20.16,9329,-126,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-553c,KH-553c,KH-553,-1,0.91,398,0.55,6874,-83,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KH-553d,KH-553d,KH-553,-1,0.66,464,0.56,9262,-204,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KH-553e,KH-553e,KH-553,-1,1.44,406,3.74,7158,-218,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-553f,KH-553f,KH-553,-1,0.64,858,44.73,24600,-228,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-553g,KH-553g,KH-553,-1,2.18,979,41.2,54944,-221,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-617a,KH-617a,KH-617,-1,1.18,382,10.03,6302,505,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
KH-617b,KH-617b,KH-617,-1,0.96,421,0.01,7711,216,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
KH-617c,KH-617c,KH-617,-1,0.96,456,50.14,8949,180,Rocky,true,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
KH-617d,KH-617d,KH-617,-1,0.37,346,1.14,4992,79,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
KH-617e,KH-617e,KH-617,-1,1.38,496,7.04,10395,-64,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-617f,KH-617f,KH-617,-1,0.75,858,38.97,24559,-52,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-617g,KH-617g,KH-617,-1,2.5,981,19.69,55260,-155,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-617h,KH-617h,KH-617,-1,2.01,1093,49.35,83484,-141,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-617i,KH-617i,KH-617,-1,1.01,968,22.6,52017,-178,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KH-617j,KH-617j,KH-617,-1,0.66,413,0.25,7408,-221,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KM-010a,KM-010a,KM-010,-1,0.83,369,0,5835,453,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
KM-010b,KM-010b,KM-010,-1,0.44,406,0.56,7166,49,Rocky,false,false,false,false,false,false,false,false,1,NORMAL,NORMAL,NORMAL,false
KM-010c,KM-010c,KM-010,-1,1.23,408,17.6,7247,7,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
KM-010d,KM-010d,KM-010,-1,0.98,457,0.98,9016,-73,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KM-010e,KM-010e,KM-010,-1,1.16,531,1.16,11670,-137,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KM-010f,KM-010f,KM-010,-1,0.99,857,42.98,24264,-160,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
